person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
25,70000,MORTGAGE,9.0,PERSONAL,A,12000,5.79,0.17,N,2,0
24,30500,RENT,2.0,PERSONAL,F,6800,21.74,0.22,Y,4,1
23,38500,RENT,2.0,MEDICAL,B,7000,11.14,0.18,N,2,0
25,27600,MORTGAGE,1.0,HOMEIMPROVEMENT,A,11500,6.03,0.42,N,4,1
31,96000,MORTGAGE,7.0,VENTURE,C,25000,,0.26,N,5,1
29,90000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,14000,7.9,0.16,N,9,0
25,30000,OWN,4.0,DEBTCONSOLIDATION,D,10000,14.61,0.33,Y,2,0
25,62047,RENT,9.0,MEDICAL,E,21000,16.32,0.29,Y,4,1
31,30000,MORTGAGE,3.0,PERSONAL,A,9450,8.49,0.32,N,8,0
28,78000,RENT,12.0,MEDICAL,B,3000,12.42,0.04,N,7,0
29,45000,RENT,0.0,MEDICAL,B,8000,12.18,0.18,N,5,0
22,33996,OWN,0.0,VENTURE,D,10000,14.96,0.29,Y,3,0
37,65000,RENT,2.0,PERSONAL,B,20000,10.25,0.31,N,16,1
28,64775,RENT,9.0,PERSONAL,C,6400,12.87,0.1,Y,10,1
22,71000,RENT,3.0,MEDICAL,A,10000,7.29,0.14,N,2,0
37,59000,RENT,0.0,PERSONAL,D,5000,14.84,0.08,Y,14,1
25,108000,RENT,0.0,HOMEIMPROVEMENT,C,20000,,0.19,N,4,0
30,75000,RENT,0.0,EDUCATION,A,16000,8.9,0.21,N,10,0
26,25200,RENT,1.0,MEDICAL,C,3000,14.35,0.12,Y,3,0
22,70000,MORTGAGE,4.0,VENTURE,A,5025,,0.07,N,2,0
26,40044,RENT,1.0,VENTURE,B,1400,11.86,0.03,N,4,0
30,50000,OWN,4.0,VENTURE,C,3000,14.22,0.06,Y,10,0
29,150000,MORTGAGE,1.0,MEDICAL,C,10000,13.49,0.07,N,10,0
38,150000,MORTGAGE,5.0,MEDICAL,B,12000,11.14,0.08,N,17,0
22,44000,MORTGAGE,4.0,EDUCATION,B,10000,12.69,0.23,N,2,0
21,30000,MORTGAGE,0.0,EDUCATION,B,2400,11.71,0.08,N,3,0
34,51000,MORTGAGE,,PERSONAL,A,6400,,0.13,N,6,0
24,74000,RENT,0.0,HOMEIMPROVEMENT,B,20000,12.69,0.27,N,3,0
23,66000,RENT,3.0,EDUCATION,A,3000,5.99,0.05,N,2,0
29,44875,RENT,0.0,MEDICAL,A,7500,8.32,0.17,N,8,0
25,24000,RENT,0.0,PERSONAL,B,2000,10.38,0.08,N,4,0
35,73000,RENT,0.0,HOMEIMPROVEMENT,D,15000,15.57,0.21,N,8,1
25,168000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,35000,10.65,0.21,N,4,0
25,12996,OWN,1.0,MEDICAL,D,3600,14.59,0.28,N,3,1
24,69000,RENT,2.0,DEBTCONSOLIDATION,D,4800,15.21,0.07,N,4,1
34,50000,MORTGAGE,11.0,VENTURE,A,4000,8.9,0.08,N,8,0
27,59000,MORTGAGE,11.0,PERSONAL,A,3000,7.9,0.05,N,9,1
26,65000,RENT,1.0,VENTURE,A,3000,5.79,0.05,N,2,0
27,55000,MORTGAGE,2.0,VENTURE,D,7000,,0.13,Y,7,0
26,21000,RENT,0.0,VENTURE,A,4800,7.75,0.23,N,4,0
31,63324,MORTGAGE,8.0,DEBTCONSOLIDATION,B,24000,11.83,0.38,N,6,0
21,45000,RENT,3.0,EDUCATION,B,10000,10.25,0.22,N,2,0
24,45996,RENT,3.0,EDUCATION,C,2000,12.98,0.04,Y,4,0
25,48000,RENT,2.0,DEBTCONSOLIDATION,A,3000,,0.06,N,4,0
21,90200,RENT,2.0,PERSONAL,C,19125,13.92,0.21,N,4,0
30,80000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10750,6.17,0.13,N,5,0
25,32000,RENT,2.0,DEBTCONSOLIDATION,A,1500,7.49,0.05,N,4,0
22,49000,RENT,1.0,EDUCATION,A,8000,6.91,0.16,N,2,1
25,80000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,12000,10.0,0.15,N,4,0
35,52000,OWN,3.0,VENTURE,B,10400,9.99,0.2,N,7,0
28,39600,RENT,4.0,PERSONAL,C,4000,12.61,0.1,N,10,1
22,21600,RENT,1.0,EDUCATION,D,2400,16.29,0.11,N,4,1
24,46000,MORTGAGE,8.0,MEDICAL,A,2000,7.66,0.04,N,2,0
24,50000,RENT,0.0,PERSONAL,A,6000,7.49,0.12,N,4,0
32,80000,RENT,0.0,DEBTCONSOLIDATION,C,5000,,0.06,N,6,0
26,20004,MORTGAGE,4.0,HOMEIMPROVEMENT,B,3600,,0.18,N,4,0
41,75000,MORTGAGE,13.0,DEBTCONSOLIDATION,D,4800,15.58,0.06,Y,15,1
23,77927,MORTGAGE,7.0,EDUCATION,C,15000,12.99,0.19,Y,4,0
21,65004,MORTGAGE,5.0,EDUCATION,B,5000,9.99,0.08,N,4,0
32,32000,RENT,1.0,VENTURE,E,2600,,0.08,N,6,1
26,25200,RENT,0.0,VENTURE,C,1600,,0.06,Y,2,0
25,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0.12,N,2,0
24,27000,RENT,8.0,MEDICAL,B,4000,10.75,0.15,N,4,0
21,46800,RENT,3.0,PERSONAL,D,12000,15.21,0.26,Y,3,0
32,130000,MORTGAGE,3.0,EDUCATION,A,28000,8.49,0.22,N,7,0
27,189000,MORTGAGE,2.0,VENTURE,D,5125,14.84,0.03,Y,6,0
31,39000,RENT,0.0,HOMEIMPROVEMENT,D,16450,16.02,0.42,N,10,1
20,135000,MORTGAGE,1.0,VENTURE,C,15000,15.96,0.11,Y,2,0
32,110000,MORTGAGE,3.0,MEDICAL,A,9200,5.79,0.08,N,10,0
23,294000,MORTGAGE,6.0,EDUCATION,A,15000,8.9,0.05,N,4,0
27,30000,RENT,2.0,EDUCATION,A,8600,7.51,0.29,N,8,0
27,55200,OWN,4.0,PERSONAL,B,4000,,0.07,N,10,0
22,90000,RENT,5.0,PERSONAL,B,20000,,0.22,N,4,0
21,40000,RENT,5.0,VENTURE,A,10000,7.51,0.25,N,4,0
26,62004,MORTGAGE,3.0,MEDICAL,B,4000,9.99,0.06,N,2,0
34,135000,MORTGAGE,18.0,EDUCATION,A,8000,9.32,0.06,N,6,0
31,25200,RENT,0.0,PERSONAL,A,1400,6.99,0.06,N,6,0
25,52000,RENT,9.0,EDUCATION,C,16000,13.98,0.31,N,3,1
62,16800,RENT,0.0,VENTURE,A,2500,6.91,0.15,N,24,0
23,66000,MORTGAGE,0.0,PERSONAL,A,7800,7.88,0.12,N,3,0
21,35000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,15000,,0.43,N,4,0
29,62000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,20000,,0.32,Y,10,0
41,24000,MORTGAGE,5.0,MEDICAL,A,1500,,0.06,N,15,0
27,63000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,4400,5.99,0.07,N,8,0
21,46800,MORTGAGE,,MEDICAL,A,5000,7.51,0.11,N,4,0
25,52000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,8500,10.74,0.16,N,3,0
24,60000,RENT,0.0,PERSONAL,B,20000,11.14,0.33,N,2,1
30,100000,MORTGAGE,14.0,EDUCATION,A,13000,7.88,0.13,N,9,0
23,70000,RENT,5.0,MEDICAL,B,8000,11.99,0.11,N,4,0
22,49000,RENT,6.0,PERSONAL,E,10000,16.45,0.2,N,2,1
28,80000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,20000,13.24,0.25,N,8,0
30,90000,RENT,14.0,EDUCATION,D,3600,14.91,0.04,N,6,0
22,60000,MORTGAGE,6.0,EDUCATION,B,6000,9.91,0.1,N,4,0
28,90000,MORTGAGE,0.0,MEDICAL,A,15000,7.88,0.17,N,6,0
27,43495,MORTGAGE,3.0,EDUCATION,B,10800,10.99,0.25,N,6,0
21,32400,MORTGAGE,3.0,PERSONAL,C,1750,13.61,0.05,Y,4,1
42,37000,RENT,0.0,EDUCATION,C,15200,14.26,0.41,Y,16,1
21,31680,RENT,5.0,MEDICAL,C,15000,12.61,0.47,Y,4,1
30,97000,MORTGAGE,9.0,PERSONAL,C,5000,13.49,0.05,Y,9,0
25,72000,RENT,2.0,MEDICAL,B,10000,10.37,0.14,N,4,0
23,96000,OWN,8.0,MEDICAL,C,8000,13.49,0.08,N,3,0
28,15000,RENT,1.0,PERSONAL,A,5000,7.4,0.33,N,9,1
31,128000,RENT,2.0,VENTURE,D,30000,16.29,0.23,N,10,1
23,36000,RENT,4.0,MEDICAL,D,6500,17.49,0.18,Y,4,1
36,52000,OWN,8.0,VENTURE,A,3000,9.63,0.06,N,15,0
33,68000,RENT,3.0,EDUCATION,B,4000,10.99,0.06,N,10,0
40,28800,RENT,3.0,PERSONAL,C,4200,14.72,0.15,Y,16,1
23,49980,MORTGAGE,7.0,MEDICAL,B,4800,10.37,0.1,N,2,1
26,25000,MORTGAGE,1.0,VENTURE,C,12000,12.09,0.48,N,2,1
26,75000,RENT,4.0,EDUCATION,A,10000,7.49,0.13,N,4,0
36,171870,MORTGAGE,4.0,MEDICAL,D,9400,15.62,0.05,Y,11,1
26,42000,RENT,0.0,DEBTCONSOLIDATION,B,7500,10.25,0.18,N,4,0
29,38000,RENT,13.0,DEBTCONSOLIDATION,A,15000,6.91,0.39,N,8,1
23,75000,MORTGAGE,2.0,VENTURE,E,19600,15.13,0.26,N,3,0
23,55000,RENT,4.0,VENTURE,A,4500,8.49,0.08,N,3,0
24,48996,RENT,5.0,MEDICAL,C,5000,13.79,0.1,Y,4,0
26,20000,RENT,0.0,PERSONAL,C,4000,13.79,0.2,Y,4,0
23,50004,MORTGAGE,7.0,PERSONAL,A,6000,,0.12,N,3,0
37,45000,RENT,1.0,MEDICAL,A,7200,9.63,0.16,N,11,0
24,80000,RENT,3.0,VENTURE,C,20000,13.06,0.25,N,4,0
26,101400,MORTGAGE,10.0,DEBTCONSOLIDATION,A,5600,6.62,0.06,N,3,0
21,19012,MORTGAGE,0.0,DEBTCONSOLIDATION,D,3500,14.61,0.18,N,3,1
25,120000,RENT,9.0,VENTURE,C,4800,14.22,0.04,N,4,0
24,37000,MORTGAGE,4.0,MEDICAL,B,25000,10.08,0.68,N,2,0
31,260000,MORTGAGE,14.0,VENTURE,A,18000,8.94,0.07,N,9,0
25,67000,RENT,3.0,MEDICAL,A,7000,8.94,0.1,N,2,0
23,103240,MORTGAGE,0.0,VENTURE,A,4000,,0.04,N,3,0
24,185000,MORTGAGE,,EDUCATION,B,35000,12.42,0.19,N,2,0
24,51000,RENT,,DEBTCONSOLIDATION,E,10000,17.19,0.2,N,2,1
31,65000,RENT,13.0,MEDICAL,B,13000,,0.2,N,8,0
33,37440,RENT,5.0,PERSONAL,B,4400,11.71,0.12,N,10,0
25,70356,RENT,8.0,HOMEIMPROVEMENT,A,7000,7.29,0.1,N,4,0
27,27000,RENT,1.0,DEBTCONSOLIDATION,A,5000,7.88,0.19,N,8,0
25,72000,OWN,3.0,VENTURE,E,16000,17.14,0.22,Y,3,0
24,49200,RENT,2.0,MEDICAL,D,6400,,0.13,N,3,1
27,51298,RENT,11.0,VENTURE,B,1000,10.37,0.02,N,9,0
23,40000,RENT,3.0,EDUCATION,B,10000,10.75,0.25,N,4,0
36,30123,RENT,5.0,MEDICAL,C,2000,14.26,0.07,Y,12,0
27,78000,MORTGAGE,1.0,VENTURE,A,5125,8.59,0.07,N,8,0
27,54000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,27575,,0.51,N,5,0
25,102000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,11200,7.91,0.11,N,4,0
29,48000,MORTGAGE,13.0,VENTURE,A,7000,8.49,0.15,N,9,0
24,56000,RENT,2.0,EDUCATION,C,18000,13.48,0.32,N,3,1
24,120155,MORTGAGE,4.0,EDUCATION,A,12000,,0.1,N,4,0
24,40000,MORTGAGE,4.0,MEDICAL,B,3500,8.88,0.09,N,2,0
24,44000,RENT,0.0,PERSONAL,A,2000,8.0,0.05,N,4,1
26,28000,OWN,,EDUCATION,A,16750,7.88,0.6,N,4,0
24,47000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,10000,13.79,0.21,Y,4,0
28,19200,RENT,0.0,DEBTCONSOLIDATION,B,4000,12.69,0.21,N,8,1
37,62400,MORTGAGE,5.0,VENTURE,D,10000,14.61,0.16,Y,17,0
22,42000,RENT,1.0,EDUCATION,B,10000,12.42,0.24,N,4,0
26,109200,MORTGAGE,10.0,PERSONAL,A,2300,7.9,0.02,N,4,0
35,59000,RENT,11.0,DEBTCONSOLIDATION,C,2000,13.48,0.03,Y,7,0
38,81000,OWN,4.0,EDUCATION,B,7000,9.99,0.09,N,11,0
29,175000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,15000,8.49,0.09,N,8,0
24,79000,RENT,2.0,HOMEIMPROVEMENT,A,13800,8.49,0.17,N,2,0
30,96000,MORTGAGE,7.0,MEDICAL,A,8000,6.99,0.08,N,8,0
24,50000,RENT,1.0,VENTURE,A,4000,7.88,0.08,N,3,0
25,80400,RENT,2.0,VENTURE,A,12500,9.38,0.16,N,2,0
23,62000,RENT,7.0,VENTURE,B,4500,12.42,0.07,N,2,0
23,47000,RENT,4.0,EDUCATION,B,5000,9.99,0.11,N,3,0
27,33000,RENT,4.0,EDUCATION,C,5000,14.22,0.15,Y,10,0
27,48000,RENT,5.0,VENTURE,B,12000,11.71,0.25,N,6,0
42,64000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,2300,6.99,0.04,N,12,0
26,26400,RENT,6.0,MEDICAL,C,6000,6.0,0.23,N,4,0
39,54000,MORTGAGE,23.0,HOMEIMPROVEMENT,B,9000,11.71,0.17,N,12,0
30,130000,MORTGAGE,3.0,EDUCATION,C,33250,13.06,0.26,Y,5,0
26,108000,MORTGAGE,5.0,PERSONAL,A,13000,8.94,0.12,N,2,0
29,65000,MORTGAGE,2.0,VENTURE,A,10000,,0.15,N,5,0
29,68500,RENT,4.0,DEBTCONSOLIDATION,A,2000,,0.03,N,9,0
32,62900,MORTGAGE,5.0,MEDICAL,D,2750,,0.04,Y,7,1
27,59200,RENT,4.0,DEBTCONSOLIDATION,B,15000,10.75,0.25,N,7,0
26,55080,MORTGAGE,10.0,MEDICAL,A,2500,7.66,0.04,N,3,1
26,51000,RENT,3.0,HOMEIMPROVEMENT,C,5500,13.49,0.11,Y,2,1
41,381450,MORTGAGE,10.0,MEDICAL,C,35000,13.49,0.09,Y,14,0
25,76300,MORTGAGE,9.0,HOMEIMPROVEMENT,B,3000,11.86,0.04,N,2,0
26,130000,RENT,0.0,HOMEIMPROVEMENT,C,4550,13.57,0.04,Y,2,0
24,56000,RENT,2.0,EDUCATION,A,10000,6.03,0.18,N,4,0
22,105000,RENT,6.0,MEDICAL,A,7000,7.74,0.07,N,3,0
25,155004,MORTGAGE,9.0,DEBTCONSOLIDATION,A,10500,7.49,0.07,N,3,0
21,60000,RENT,5.0,MEDICAL,B,10000,12.18,0.17,N,4,0
41,21600,OWN,1.0,EDUCATION,C,3500,13.61,0.16,Y,13,0
34,43920,RENT,2.0,DEBTCONSOLIDATION,C,16400,11.03,0.37,Y,10,1
23,92004,MORTGAGE,7.0,VENTURE,B,24250,11.12,0.26,N,4,0
22,78996,OWN,6.0,MEDICAL,B,10000,11.11,0.13,N,2,0
29,48000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,20000,11.36,0.42,N,10,0
31,42096,RENT,15.0,PERSONAL,B,12500,11.11,0.3,N,5,0
29,27919,RENT,,VENTURE,B,5000,,0.18,N,10,0
25,90000,MORTGAGE,9.0,MEDICAL,A,6000,,0.07,N,4,0
26,65935,RENT,1.0,EDUCATION,D,24250,14.96,0.37,N,4,1
36,130000,RENT,0.0,MEDICAL,B,18000,11.71,0.14,N,14,0
22,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,8000,6.99,0.13,N,4,0
29,32000,RENT,1.0,HOMEIMPROVEMENT,D,5000,,0.16,N,10,1
24,32000,RENT,5.0,EDUCATION,C,12000,13.85,0.38,N,3,1
27,57240,OWN,4.0,VENTURE,B,15000,11.99,0.26,N,6,0
28,32568,RENT,3.0,EDUCATION,D,15000,,0.46,N,9,1
28,64000,RENT,1.0,DEBTCONSOLIDATION,B,18000,11.58,0.28,N,6,1
25,21600,RENT,3.0,PERSONAL,B,3600,10.99,0.17,N,4,0
31,59500,RENT,1.0,MEDICAL,B,6000,11.71,0.09,N,6,1
34,37000,RENT,2.0,EDUCATION,C,6400,13.61,0.17,N,9,0
36,34000,MORTGAGE,2.0,PERSONAL,B,5000,10.65,0.15,N,15,0
31,98000,OWN,10.0,HOMEIMPROVEMENT,A,5100,6.03,0.05,N,6,0
21,50000,RENT,4.0,EDUCATION,B,7300,11.71,0.15,N,3,0
27,151000,MORTGAGE,11.0,DEBTCONSOLIDATION,D,20000,14.74,0.13,Y,9,1
33,44000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,4500,14.74,0.1,N,10,1
24,38272,RENT,1.0,VENTURE,C,15250,14.17,0.4,Y,2,1
28,54000,RENT,1.0,MEDICAL,D,2000,14.42,0.04,N,7,1
23,42000,MORTGAGE,3.0,EDUCATION,C,5400,11.78,0.13,N,4,0
23,60000,MORTGAGE,0.0,MEDICAL,A,5000,,0.08,N,2,0
38,55000,MORTGAGE,3.0,MEDICAL,C,14000,13.22,0.25,N,13,0
22,29100,RENT,2.0,PERSONAL,D,6250,16.07,0.21,Y,3,1
23,90000,MORTGAGE,1.0,EDUCATION,A,13675,7.49,0.15,N,4,0
22,26004,MORTGAGE,4.0,EDUCATION,A,5000,7.49,0.19,N,2,0
32,51000,RENT,1.0,PERSONAL,C,9000,12.99,0.18,Y,5,0
34,78301,MORTGAGE,6.0,DEBTCONSOLIDATION,A,17000,6.62,0.22,N,9,0
24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0.21,N,4,0
41,37000,MORTGAGE,3.0,EDUCATION,C,6000,12.99,0.16,N,11,0
30,30475,RENT,2.0,HOMEIMPROVEMENT,B,7000,,0.23,N,5,1
25,65000,OWN,9.0,PERSONAL,C,7000,11.66,0.11,Y,4,0
24,38000,RENT,8.0,MEDICAL,C,5000,13.99,0.13,N,4,0
31,60000,RENT,4.0,HOMEIMPROVEMENT,A,4200,8.49,0.07,N,10,0
26,82000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,20000,13.57,0.24,N,2,0
24,76494,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,,0.16,N,3,0
37,30000,RENT,7.0,PERSONAL,B,10000,9.25,0.33,N,13,1
30,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12800,,0.18,N,7,0
23,54000,RENT,7.0,EDUCATION,C,5000,12.84,0.09,Y,2,1
21,28000,RENT,0.0,DEBTCONSOLIDATION,A,8000,7.51,0.29,N,4,0
28,35000,RENT,6.0,VENTURE,C,2125,15.27,0.06,N,6,0
30,10800,OWN,,EDUCATION,B,2400,9.99,0.22,N,7,1
24,23040,RENT,0.0,DEBTCONSOLIDATION,F,9500,19.04,0.41,Y,4,1
27,54000,RENT,1.0,HOMEIMPROVEMENT,C,5400,14.27,0.1,N,6,0
28,116000,OWN,7.0,VENTURE,C,12000,13.49,0.1,Y,6,0
29,153000,RENT,1.0,VENTURE,B,17600,8.7,0.12,N,8,0
22,43600,MORTGAGE,4.0,DEBTCONSOLIDATION,D,10000,14.96,0.23,N,2,1
24,24000,MORTGAGE,4.0,EDUCATION,D,8500,15.7,0.35,N,2,0
22,34560,RENT,1.0,MEDICAL,E,2100,17.04,0.06,N,3,1
32,83000,MORTGAGE,1.0,EDUCATION,A,10000,8.0,0.12,N,5,0
25,69000,MORTGAGE,9.0,MEDICAL,A,25000,6.99,0.36,N,2,0
22,65000,MORTGAGE,0.0,PERSONAL,A,7200,8.9,0.11,N,2,0
27,39000,RENT,4.0,DEBTCONSOLIDATION,B,7200,10.65,0.18,N,5,1
26,39900,RENT,1.0,DEBTCONSOLIDATION,B,14000,10.37,0.35,N,3,1
34,47125,MORTGAGE,12.0,VENTURE,B,3200,10.99,0.07,N,8,0
25,50400,MORTGAGE,5.0,HOMEIMPROVEMENT,B,12000,9.62,0.24,N,4,0
25,72000,OWN,9.0,VENTURE,A,6000,7.14,0.08,N,4,0
38,32560,OWN,8.0,PERSONAL,A,6000,8.94,0.18,N,16,0
28,20400,MORTGAGE,4.0,EDUCATION,A,2075,7.88,0.1,N,8,0
22,48000,RENT,5.0,EDUCATION,B,18000,,0.38,N,2,1
23,59000,RENT,7.0,EDUCATION,A,7500,6.54,0.13,N,2,0
31,158000,RENT,8.0,DEBTCONSOLIDATION,D,10200,15.99,0.06,Y,7,1
23,94940,MORTGAGE,4.0,VENTURE,A,2000,5.42,0.02,N,3,0
26,38400,OWN,,HOMEIMPROVEMENT,B,7000,12.69,0.18,N,2,0
47,168000,MORTGAGE,13.0,EDUCATION,A,8775,8.49,0.05,N,12,0
24,115000,OWN,8.0,HOMEIMPROVEMENT,A,10000,7.51,0.09,N,3,0
26,48000,RENT,5.0,DEBTCONSOLIDATION,F,25000,18.43,0.52,N,3,1
33,61000,RENT,0.0,HOMEIMPROVEMENT,B,6000,10.39,0.1,N,9,0
23,29000,RENT,7.0,EDUCATION,C,8000,12.73,0.28,N,3,1
23,41124,RENT,7.0,DEBTCONSOLIDATION,A,6000,7.49,0.15,N,4,0
23,100000,MORTGAGE,7.0,EDUCATION,D,15000,16.0,0.15,Y,2,0
35,62496,RENT,6.0,VENTURE,D,12000,14.11,0.19,Y,8,0
22,78700,MORTGAGE,6.0,PERSONAL,A,7000,7.68,0.09,N,3,1
28,30000,RENT,4.0,MEDICAL,A,8000,,0.27,N,8,0
30,56604,MORTGAGE,3.0,VENTURE,D,3000,17.58,0.05,N,9,0
25,64000,RENT,0.0,DEBTCONSOLIDATION,E,20000,,0.31,Y,4,1
40,100300,MORTGAGE,2.0,MEDICAL,D,25000,14.83,0.21,N,16,1
23,40800,MORTGAGE,4.0,MEDICAL,B,10400,10.0,0.25,N,2,0
28,44604,RENT,11.0,PERSONAL,B,1500,11.12,0.03,N,7,0
37,65000,RENT,2.0,DEBTCONSOLIDATION,A,10000,5.42,0.15,N,14,0
25,68250,MORTGAGE,3.0,EDUCATION,A,17000,,0.25,N,3,0
22,32000,RENT,5.0,MEDICAL,A,4500,9.63,0.14,N,2,1
26,15000,RENT,8.0,MEDICAL,B,3200,12.21,0.21,N,2,1
31,56400,RENT,1.0,VENTURE,B,7500,11.48,0.13,N,10,0
29,74000,MORTGAGE,8.0,EDUCATION,B,25000,11.49,0.34,N,6,0
50,58800,MORTGAGE,12.0,MEDICAL,E,22000,17.74,0.37,Y,13,1
22,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,3950,10.65,0.07,N,4,0
31,13000,RENT,0.0,VENTURE,C,8000,12.84,0.62,N,10,1
31,29000,RENT,14.0,HOMEIMPROVEMENT,C,15075,,0.52,N,10,1
22,20000,OWN,7.0,PERSONAL,B,3200,12.21,0.16,N,4,0
23,55000,RENT,4.0,MEDICAL,B,4000,12.53,0.07,N,2,0
23,39325,MORTGAGE,3.0,EDUCATION,C,2800,12.87,0.07,N,4,1
24,72000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,6000,7.49,0.08,N,2,0
39,83400,RENT,2.0,EDUCATION,E,10000,16.4,0.12,Y,14,1
30,51372,RENT,,HOMEIMPROVEMENT,A,4500,6.39,0.09,N,7,0
24,49000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,2700,6.92,0.06,N,4,0
23,149385,OWN,7.0,PERSONAL,A,7000,8.94,0.05,N,2,0
29,100000,OWN,13.0,PERSONAL,A,10000,6.92,0.1,N,8,0
29,40000,RENT,2.0,DEBTCONSOLIDATION,B,23500,11.12,0.59,N,8,1
23,36000,OWN,,VENTURE,A,18000,7.88,0.5,N,2,0
24,85000,MORTGAGE,4.0,MEDICAL,B,7750,11.12,0.09,N,4,0
25,49600,RENT,9.0,MEDICAL,A,12000,7.14,0.24,N,3,0
70,44000,MORTGAGE,3.0,PERSONAL,C,7000,11.66,0.16,N,24,0
27,84000,RENT,8.0,VENTURE,C,7200,,0.09,N,10,0
27,43000,RENT,11.0,EDUCATION,D,4000,16.29,0.09,Y,9,0
31,30988,RENT,0.0,DEBTCONSOLIDATION,C,2400,13.47,0.08,Y,5,0
32,53000,MORTGAGE,1.0,EDUCATION,C,6800,12.84,0.13,Y,7,0
26,52000,MORTGAGE,6.0,PERSONAL,A,6500,6.76,0.13,N,4,0
48,62000,RENT,10.0,EDUCATION,B,14000,12.69,0.23,N,12,0
24,75000,RENT,0.0,VENTURE,A,12000,6.62,0.16,N,2,0
21,52000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,13250,5.99,0.25,N,2,0
23,27600,RENT,3.0,VENTURE,C,9000,13.98,0.33,Y,3,1
28,55000,RENT,3.0,MEDICAL,B,6000,10.74,0.11,N,8,0
38,53052,RENT,0.0,EDUCATION,B,8000,,0.15,N,15,0
26,125000,MORTGAGE,10.0,VENTURE,C,15000,13.85,0.12,Y,3,0
26,71000,RENT,10.0,HOMEIMPROVEMENT,C,8000,13.49,0.11,Y,4,0
33,40000,RENT,0.0,DEBTCONSOLIDATION,A,6000,7.51,0.15,N,6,0
22,30000,RENT,3.0,EDUCATION,A,4000,7.9,0.13,N,3,0
28,60000,MORTGAGE,12.0,MEDICAL,C,14400,13.49,0.24,N,7,0
24,60000,RENT,0.0,HOMEIMPROVEMENT,A,1675,6.54,0.03,N,4,0
24,37000,OTHER,2.0,EDUCATION,B,5000,11.58,0.14,N,3,0
25,110000,MORTGAGE,9.0,EDUCATION,C,8000,,0.07,N,3,0
50,46000,MORTGAGE,8.0,EDUCATION,D,8600,14.09,0.19,N,12,0
27,68000,MORTGAGE,3.0,VENTURE,A,10800,7.88,0.16,N,8,0
24,42000,MORTGAGE,8.0,PERSONAL,D,2500,15.28,0.06,Y,2,0
48,30000,OWN,0.0,EDUCATION,C,10000,,0.33,Y,12,0
25,125000,MORTGAGE,9.0,EDUCATION,B,12000,9.91,0.1,N,3,0
28,20000,RENT,2.0,MEDICAL,A,4800,,0.24,N,8,0
24,40000,MORTGAGE,9.0,MEDICAL,B,2125,11.11,0.05,N,4,0
34,32000,RENT,9.0,MEDICAL,D,3000,14.59,0.09,Y,7,0
26,83004,RENT,7.0,EDUCATION,A,5450,7.9,0.07,N,4,0
22,46800,MORTGAGE,4.0,MEDICAL,A,3600,7.14,0.08,N,3,0
41,62500,RENT,4.0,EDUCATION,B,14000,10.25,0.22,N,16,0
26,30200,OWN,3.0,VENTURE,B,9200,10.99,0.3,N,2,0
27,42000,RENT,1.0,PERSONAL,B,3000,11.83,0.07,N,9,0
23,34000,RENT,2.0,DEBTCONSOLIDATION,D,6000,14.09,0.18,Y,4,1
26,78000,RENT,6.0,EDUCATION,C,18000,13.49,0.23,N,2,0
24,96500,RENT,0.0,DEBTCONSOLIDATION,A,6000,7.66,0.06,N,2,0
35,100000,RENT,3.0,PERSONAL,A,12000,7.88,0.12,N,6,0
30,33000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,6000,8.49,0.18,N,8,0
21,57000,RENT,3.0,VENTURE,A,3000,5.42,0.05,N,2,0
25,45000,RENT,2.0,DEBTCONSOLIDATION,C,11100,13.11,0.25,N,2,0
23,30000,RENT,3.0,DEBTCONSOLIDATION,B,6000,11.71,0.2,N,4,0
23,18500,RENT,2.0,VENTURE,C,9000,11.34,0.49,Y,3,1
